ref_no,hist_ref_no
42496,40446
42566,1425
42832,40736
42878,49965
43007,42428
43036,19910
43039,12037
43133,21226
43417,42789
43426,22995
43438,42813
43451,42805
43608,24177
43729,40313
43900,33575
43908,43884
44093,44092
44101,44100
44161,51118
44195,50920
44221,36247
44284,42863
44307,8019
44416,40733
44605,43214
44637,43580
44646,43584
44656,43555
44667,42281
44843,42621
44847,4843
44920,42126
44933,42647
44960,16692
45015,41314
45161,41735
45341,9773
45384,43974
45389,41039
45475,36415
45637,41855
45738,41110
45748,41415
45751,41210
45820,41030
45910,43397
45916,42096
46053,43313
46100,43350
46267,42249
46305,40016
46331,42032
46457,41280
46487,41259
46503,40692
46689,40527
46742,22396
46758,40835
46787,40477
46894,41144
46899,41172
46946,42902
47026,40217
47216,44443
47313,44414
47413,44780
47623,44895
47700,13934
47753,43729
47762,41332
47785,47194
47859,46876
47871,44545
47890,41388
47899,40091
47949,13942
47975,43772
48066,43758
48125,48121
48307,46570
48310,45097
48377,47239
48494,45795
48508,46418
48553,46428
48648,47202
48653,46447
48735,45883
48761,45874
48773,45841
48866,47335
48868,45852
48890,46516
48946,45634
48970,47656
49350,48897
49596,49517
49667,49717
50129,50009
50177,47034
50291,48015
50309,47050
50315,49451
50342,50705
50445,50452
50445,50470
50618,50617
50686,50685
50890,43886
50908,44081
50957,39569
50988,50987
50998,50997
51022,51021
51028,51027
51058,51057
51059,39406
51144,39419
51271,39538
51306,39555
51331,51330
51361,51360
51391,51390
51417,51416
51490,39639
52106,50854
52108,50373
52156,36619
2437,49880
3152,49922
3531,49467
9210,43048
11859,52138
13926,52138
24092,50646
39420,50587
40506,15809
40932,37133
41377,13522
42079,40168
42084,42013
42088,40130
42207,42196
42397,20834
42702,38992
42977,42438
43023,41378
43208,38971
43305,43116
43340,43151
43370,43181
43565,23748
43795,40766
43892,42127
43996,39164
44064,51446
44109,42168
44145,44129
44368,44124
44423,40541
44591,43209
44657,43484
44664,42278
44671,42376
44724,40007
44934,42648
45030,41866
45104,41706
45168,41743
45183,41753
45265,43791
45304,43810
45359,40906
45608,41842
45610,43195
45612,42071
45662,41095
45698,42067
45753,31476
46004,43461
46027,43283
46122,41812
46185,39993
46736,40120
46779,40843
46814,40877
46877,41156
46940,41574
46955,41557
47073,42577
47085,42549
47103,45029
47124,47116
47209,44435
47271,45235
47290,40805
47314,44468
47318,44422
47379,47311
47490,13584
47557,26633
47731,41325
47787,47786
47870,44542
47922,43750
47941,40078
48013,43754
48032,43742
48036,43756
48114,47855
48306,43081
48548,45563
48641,45870
48736,45832
48803,45610
48842,46499
48869,47336
48950,46534
49103,49101
49125,46845
49208,45935
49228,47946
49553,43720
49595,46283
49678,48379
49683,46547
49757,47010
49980,49981
50178,44578
50313,45277
50349,42233
50442,50459
50442,50473
50481,48746
50825,50824
50859,50858
50869,50868
50893,50892
50899,50898
50968,50967
51414,43921
51558,51557
52150,47830
4606,49869
16003,48252
16954,49878
39636,50948
40507,40506
40777,21977
41142,45245
41474,39951
41532,39124
41703,29601
41822,39135
42833,40744
42888,36981
42895,42830
43097,2551
43124,16010
43283,43095
43311,43122
43342,43153
43348,43158
43435,42796
43477,42475
43605,40543
43636,34315
43717,40313
43856,42136
44151,17333
44260,43022
44324,22418
44345,42960
44534,42685
44686,3647
44688,43658
44733,40061
44781,42613
44886,20176
44944,41513
45066,41909
45215,41745
45267,43793
45281,40757
45366,4242
45405,40913
45465,42882
45520,44472
45578,43189
45601,41850
45605,42444
45643,42077
45770,41121
45961,43431
45988,43448
46025,43277
46039,43297
46045,44269
46435,8310
46575,44111
46581,46580
46728,42033
46887,41165
46918,40456
47052,40414
47255,44471
47325,40772
47337,42892
47371,45399
47419,44786
47612,47142
47708,42758
47721,41977
47751,40187
47832,41080
47850,46068
47905,40338
47931,41678
47941,41393
47987,40350
48091,41414
48530,47164
48551,46427
48651,45813
48669,46454
48823,45848
48828,46497
48977,47824
49109,40422
49201,45909
49210,46004
49277,47665
49534,49328
49640,49279
49668,44481
49746,47870
49759,44544
49761,47633
49861,49762
50015,45438
50075,24235
50248,44950
50317,46116
50322,47293
50347,42215
50444,50460
50510,46400
50539,43913
50683,50339
50726,50725
50746,41429
50748,50747
50756,50755
50849,43855
50905,42204
51079,42012
51508,49138
5774,48309
7828,48145
8064,50142
15419,49917
18050,49919
19382,49932
23998,50156
28659,49937
32171,43695
34900,48257
37728,48426
40383,10342
40395,40328
40675,12152
40745,38947
40815,26072
40879,27514
41385,17735
41536,39121
42440,27368
42567,4982
42842,49978
42872,49962
43066,10961
43105,6340
43112,9088
43145,24886
43252,6073
43284,43096
43408,42783
43485,14800
43499,24759
43691,17847
43731,40318
43899,39408
43924,50839
43972,6714
43983,40701
44164,50769
44198,43604
44246,44245
44249,4557
44286,40555
44306,7956
44350,18074
44358,43487
44422,42831
44429,40607
44482,7481
44607,43216
44622,43571
44746,40064
44821,42627
44879,40571
44907,44288
45049,41884
45075,41917
45110,39766
45319,40943
45364,40951
45441,43985
45618,43011
45625,42983
45650,41833
45769,41418
45825,18364
45987,43447
46034,44145
46051,43311
46107,41962
46111,41660
46193,40224
46360,21538
46361,22396
46375,42050
46444,40399
46485,41260
46501,40691
46691,40529
46735,40119
46789,40848
46853,41145
46871,41178
46917,40455
46924,41549
47046,37145
47075,42546
47119,45286
47130,44697
47218,44444
47226,44324
47238,44332
47328,44452
47579,43605
47613,46318
47616,46413
47729,38886
47844,42660
47881,47294
47883,43744
47932,40346
47943,12451
48021,40081
48497,45865
48554,45564
48630,46442
48655,46449
48662,45587
48682,48288
48710,47214
48762,47225
48775,46482
48805,46491
48899,45856
48907,45625
49202,45937
49225,48007
49273,47719
49426,48910
49523,45452
49530,49382
49675,49599
49699,46838
50066,48442
50121,48963
50207,48303
50240,49673
50307,47053
50357,43869
50397,50278
50400,49518
50443,50451
50541,50540
50547,50546
50691,42169
50867,43875
51056,51055
51139,51138
51165,51164
51201,39464
51250,51249
51308,51307
51367,39615
52012,50320
52186,49351
52218,48814
5856,48220
14032,50159
15255,50145
22997,48420
31576,50136
39636,42153
40545,11012
40760,40761
40813,40812
41162,45245
41166,45245
41709,3159
41892,17770
41942,40778
42015,39130
42123,41727
42231,50780
42261,40131
42905,42499
42983,42386
43031,42860
43116,11173
43127,17012
43406,42781
43512,42407
43553,15788
43682,40654
43765,42261
43810,40818
43838,39425
43982,15875
43990,39166
44049,51135
44061,44060
44103,44102
44289,40590
44448,40719
44555,42695
44568,43537
44618,43567
44662,42276
44784,42616
44902,42850
44904,23164
45127,7141
45256,43035
45410,42871
45492,43031
45599,42994
45619,41848
45667,41135
45687,8606
45749,41208
45800,41022
45806,40387
45808,40388
45816,41795
45915,43400
45996,43453
46019,44330
46032,43289
46098,43366
46112,40283
46235,39882
46425,42588
46550,45371
46588,40788
46642,40499
46880,41159
46895,41169
47058,41492
47062,41485
47134,44718
47363,44814
47415,44782
47461,44890
47663,41315
47793,47258
47822,41059
47839,41067
47917,40343
48027,42740
48067,40088
48077,41412
48079,40362
48235,48232
48325,47848
48407,48409
48528,45801
48636,47199
48661,46451
48746,45834
48789,45606
48838,47340
48902,47380
48928,47255
48930,46531
48953,47355
49236,47915
49320,46093
49538,43711
49715,49588
50057,44863
50106,48766
50197,44803
50370,44042
50443,50454
50474,47096
50598,50597
50609,39485
50620,50619
50628,50627
50654,50653
50658,50657
50794,39453
50861,43940
50956,50955
50986,39430
51054,51053
51060,51059
51258,42162
51359,51358
51363,51362
51389,51388
51397,51396
51431,42200
51476,39590
52162,43225
52188,46663
967,49317
12155,49909
20197,48415
24337,24336
32525,32511
36048,36047
39636,50945
40608,14382
40614,14925
40922,34966
41158,45245
41714,39839
41908,24657
41914,27890
41915,40880
41920,30818
42217,44206
42221,50751
42699,38969
42820,42746
42970,40825
43008,42431
43028,16666
43307,43118
43338,43149
43344,43155
43436,29052
43728,40323
43898,50845
43933,41465
43956,42832
43977,10516
43993,26535
44083,50958
44091,50912
44256,43040
44300,3804
44361,42563
44431,40395
44447,40718
44455,40729
44556,42696
44578,43204
44633,43223
44648,43586
44677,43655
44682,41626
44825,42630
44916,42853
44943,41287
45021,40482
45028,41864
45029,43059
45095,41885
45126,41716
45135,9365
45254,43804
45266,40610
45301,43805
45363,42861
45385,41622
45408,44031
45409,9690
45429,40034
45494,44482
45592,42980
45668,41099
45710,41184
45895,41844
45959,42108
46006,43463
46104,41952
46106,42971
46130,41800
46231,39978
46262,40245
46314,6757
46489,41257
46502,42608
46532,41240
46583,16650
46659,40109
46684,40524
46879,41158
46987,41560
47006,40210
47196,44425
47203,44315
47308,40802
47368,45344
47376,46269
47436,44819
47631,44539
47646,45912
47857,47188
47926,42726
47928,10249
48125,44554
48285,44556
48322,41510
48342,47163
48363,42457
48557,47173
48612,47784
48812,47403
48831,45615
48854,46502
48870,45621
48931,47256
49260,48047
49332,46914
49365,46812
49424,49335
49439,46188
49498,44580
49508,45997
49716,44257
49804,49336
50013,47744
50028,24240
50128,50004
50326,48864
50331,35584
50353,43836
50444,50457
50444,50475
50516,48084
50827,50826
50857,50856
50871,50870
50895,50894
50897,50896
51019,51033
51094,1762
51288,39544
51394,39672
51458,51457
51495,39656
51518,51517
51526,51525
51578,51577
52182,49507
52183,45165
4514,50138
4916,51546
15176,43055
18653,48255
31499,40892
39703,49942
40487,40486
40513,40512
40547,40546
40607,38912
40743,38945
40934,37765
41374,40598
41419,7659
41655,6248
42885,32509
43177,38565
43260,40487
43281,43093
43298,43110
43309,43120
43466,41924
43540,38963
43567,40672
43843,43872
43911,43912
43981,14889
44068,51183
44109,42134
44143,37688
44248,44247
44262,42566
44521,43274
44571,43199
44576,43203
44596,43551
44597,43211
44783,42615
44826,44346
45068,41911
45137,41723
45166,41741
45192,39804
45255,40303
45264,43305
45299,39809
45589,42988
45742,41198
45744,41200
45840,41791
45898,41806
45908,42092
45968,27444
45990,43450
46086,43348
46161,45804
46192,40223
46228,16817
46280,39991
46395,42019
46414,41234
46539,46538
46591,40255
46663,40510
46694,40517
46739,14059
46929,40849
46963,40466
46978,41612
47262,44474
47417,44784
47426,44794
47467,44918
47473,44934
47610,44701
47654,47612
47698,38882
47718,42762
47862,45648
47865,45638
48045,41409
48049,41688
48137,44878
48174,43626
48517,47158
48534,45867
48693,45591
48724,45594
48726,47218
48728,46471
48754,45601
48817,46494
49219,47986
49224,47951
49262,47942
49299,40473
49353,48846
49475,49476
49537,49109
49607,49439
49638,48326
49646,49433
49680,46315
49727,45309
49744,44541
49781,49533
49807,45407
49842,49612
50017,45376
50233,45478
50250,46641
50282,49643
50346,42172
50375,42188
50442,50462
50451,47079
50475,47088
50494,42949
50650,39616
50754,50753
50788,50787
50836,43879
50907,42206
51078,50712
51131,39405
51146,43899
51233,39495
51320,51319
51366,28064
51374,31574
51482,39608
5457,52138
34846,48425
35030,48459
39482,50607
40284,1538
40306,40305
40327,38914
40561,39137
40583,27475
40600,38909
40609,14764
40782,23037
40792,15588
40817,26750
40898,40897
41514,4538
41725,13169
41836,18150
41867,4377
41881,12782
42493,42375
42569,15539
42746,18091
42869,49959
43085,39789
43098,2570
43106,6713
43111,8163
43183,41774
43286,43098
43400,42778
43443,32983
43638,40931
43655,421
43712,40323
43744,600
43800,42969
43858,51255
43873,50812
43961,9584
44054,3000
44311,9872
44450,40721
44478,41689
44536,42687
44620,43569
44685,42665
44699,5541
44706,40055
44717,43664
44793,42668
44873,40569
44883,40574
44977,39134
44980,23162
45032,43468
45081,44277
45108,39764
45205,41761
45273,43795
45328,41033
45343,40947
45361,15419
45373,42867
45489,42878
45555,42423
45646,41836
45721,41106
45777,42543
45819,41353
45832,41026
45854,41369
45865,41334
45869,41345
45926,38887
45931,42100
45951,43423
45985,43445
46026,44519
46041,43299
46049,43309
46136,45793
46195,40226
46224,15255
46274,39341
46294,485
46297,42021
46373,42048
46430,6091
46471,40404
46521,40694
46534,42604
46586,40787
46598,40256
46644,40500
46788,13451
46855,41147
46865,41153
46910,41569
46920,40458
46926,41572
47042,41607
47043,11569
47081,42580
47265,44026
47330,44454
47380,47351
47403,47264
47468,44921
47530,12770
47584,47565
47678,41985
47732,42765
47792,47350
47795,41079
47879,44618
47973,16852
47992,41394
48064,40530
48101,41399
48261,28161
48294,44538
48345,48304
48349,44198
48378,45032
48504,48115
48526,45559
48529,48342
48582,47183
48624,46440
48683,46458
48702,45646
48836,47339
48923,45861
48932,45629
48962,48383
49131,46591
49165,47436
49194,48017
49203,47891
49244,42923
49284,47811
49448,39091
49500,44652
49505,48313
49520,46338
49522,46998
49561,43725
49684,49446
49780,49781
49785,49555
49796,48666
49873,32880
50007,49177
50195,44732
50209,46395
50280,48727
50333,39482
50384,47016
50442,47069
50471,47081
50494,50491
50521,48594
50543,50542
50805,43861
50826,44051
50926,47279
51024,51023
51074,39479
51111,51110
51167,51166
51207,39466
51246,51245
51252,51251
951,43046
6320,49924
6804,50141
9673,48386
24410,48144
26589,48146
27017,48392
31322,52151
37374,6076
40275,66
40548,40547
40595,38908
40705,18039
40769,20402
41538,39108
41724,39844
41741,39138
41830,50971
42196,50716
42203,50721
42220,50745
42394,32637
42821,42725
43118,13503
43171,37563
43215,40753
43218,38986
43310,43121
43343,43154
43394,342
43538,2123
43680,40647
43727,40322
43973,39167
43987,18659
44081,50907
44149,43681
44335,37781
44352,43072
44535,42686
44553,42702
44710,40057
44870,40568
44911,40585
44945,41514
45067,41910
45123,41714
45150,39786
45165,41740
45250,43282
45289,31496
45300,43803
45346,41618
45362,42859
45452,44032
45483,42862
45514,44770
45633,43522
45764,41119
45897,41807
45925,43407
45938,14782
46090,43354
46125,41801
46390,42840
46419,41236
46472,40405
46499,42607
46540,46539
46751,42056
46969,41579
46997,45370
47033,40196
47049,40413
47099,42553
47139,44738
47168,44301
47171,44415
47214,44439
47223,46566
47261,44475
47315,47314
47374,45414
47418,44785
47460,44856
47474,44935
47581,43609
47668,3427
47674,41967
47692,41319
47800,41053
47908,43763
47956,43741
47963,43769
47969,42732
48080,35763
48088,40363
48214,41952
48298,48108
48502,45553
48519,45800
48521,47160
48579,47783
48645,45889
48701,45593
48705,46465
48829,46498
48852,45618
48861,47248
49112,41478
49181,47977
49250,47849
49391,47042
49543,43716
49556,14875
49558,43724
49809,48970
49810,45445
50092,45938
50203,45142
50253,42933
50479,49688
50508,47661
50693,50692
50727,50726
50728,43882
50745,50744
50783,50782
50878,43941
50896,50895
50954,39455
51091,42187
51107,39536
51112,51111
51280,20546
51456,51455
51512,39454
52090,42490
52164,43029
52166,47901
20937,48410
23170,50154
26624,40671
35573,49493
40294,3275
40596,11524
40602,12035
40679,24673
40739,38941
40781,23036
40974,49404
41421,39819
41504,4676
41739,39850
41929,34698
42019,36031
42479,42361
42490,42374
42568,5939
42973,42285
42974,42310
43016,43515
43025,6976
43131,20272
43172,37644
43189,42439
43226,38995
43489,16761
43572,25846
43679,40646
43719,40322
43855,50855
43892,43946
43933,43844
43934,50857
44027,6307
44162,44163
44169,51095
44428,40604
44449,40720
44608,43558
44619,43568
44629,43575
44705,40054
44730,16863
44736,43667
45093,41869
45111,2326
45293,35977
45425,40965
45448,44485
45460,42881
45569,42074
45598,42989
45631,43192
45645,41837
45656,42442
45736,23231
45752,41114
45767,41219
45802,5514
45818,41783
45892,41371
46031,43288
46132,41816
46196,40227
46204,39971
46264,39996
46358,21171
46374,42049
46384,42018
46473,40687
46584,44153
46585,40786
46728,40505
46747,40124
46864,10209
46909,41568
46925,41550
46988,40593
47029,41603
47041,41606
47054,40416
47159,44295
47160,44296
47228,44450
47267,46652
47268,46693
47381,44360
47459,44855
47657,43499
47736,41328
47807,41056
47847,46117
47903,43762
47929,40345
47934,43707
47960,14819
47971,15974
47989,40352
48083,43779
48097,42744
48328,41962
48375,48261
48444,41661
48516,45799
48581,47182
48613,45572
48684,46459
48717,45829
48774,46481
48807,47862
48968,45060
49212,45971
49335,47881
49360,46759
49569,40441
49723,46763
49742,48241
50085,46662
50111,45459
50116,45270
50123,32506
50301,50304
50320,49668
50445,47086
50446,50448
50497,50498
50546,50545
50660,50371
50806,43860
50934,50947
50990,22812
51119,44161
51157,9185
51198,51197
51251,51250
51502,42004
51516,39505
51571,39668
52101,50691
14826,49897
16625,12205
19907,50213
31507,50518
39510,50624
39930,38167
40380,40379
40509,17822
40703,38980
40726,40725
40765,19914
40784,23177
40820,40819
41513,39118
41873,7537
41936,38216
42382,40814
42470,42330
42499,40468
42864,49953
42879,49966
43094,2130
43121,40614
43164,33182
43182,41777
43188,42418
43486,17696
43498,1554
43677,40641
43710,40312
43728,40314
43789,40376
43860,43859
43928,50844
43976,39168
44066,44065
44131,18632
44167,51167
44168,51259
44217,40888
44249,50724
44409,40740
44415,40309
44552,42694
44554,42483
44722,43665
44814,43675
44987,28663
44995,41307
45129,41717
45219,41928
45312,40939
45398,40908
45511,44686
45527,4471
45602,42412
45627,43520
45664,41134
45694,41136
45715,41421
45750,41209
45885,41366
45995,43452
46063,43325
46073,43335
46081,44144
46095,43360
46286,39879
46286,39975
46385,39906
46476,41263
46641,40498
46668,40048
46732,40115
46752,39141
46790,40478
46862,41152
46892,41168
46905,41176
47044,33356
47053,40594
47061,41484
47069,41585
47126,44690
47266,43377
47449,44839
47457,44848
47462,44891
47517,2757
47547,47546
47555,47554
47560,32367
47771,47397
47784,47193
47919,41400
47933,42727
47962,43752
48098,43781
48127,47861
48241,27152
48547,45882
48580,47317
48608,48162
48619,47785
48731,47220
48733,45596
48790,45607
48791,47329
48818,47235
48857,46503
48895,46519
49123,46824
49164,47457
49173,47423
49278,47715
49338,48567
49340,48795
49639,49250
49649,49391
49670,3298
49783,49539
49784,49548
49792,46125
49840,46548
49843,47779
49845,45487
50046,44737
50090,49189
50101,47611
50126,50031
50184,43375
50444,50469
50527,48550
50597,50596
50619,50618
50657,50656
50687,50686
50730,42210
50872,50871
50918,44192
50955,50954
50985,50984
50999,50998
51023,51022
51025,51024
51034,15916
51049,44101
51053,51052
51098,42174
51116,39390
51224,44077
51364,51363
51409,49136
52187,46687
421,49908
12680,49927
22884,50409
26995,48250
38210,52055
39151,50149
40070,44773
40295,3477
40328,40327
40370,38968
40516,2689
40591,49907
40597,40596
40704,38917
40876,39686
40980,40712
40984,7279
41042,23349
41379,22383
41695,21986
41713,39838
41722,39843
41877,11064
42232,50781
42465,42325
42984,42387
43035,40968
43080,41511
43125,40667
43206,38967
43308,43119
43375,9384
43431,42773
43535,39150
43537,38956
43541,38965
43562,38985
43583,32690
43594,41875
43606,15270
43689,40662
43712,14911
43849,42139
44125,39944
44188,52199
44435,40704
44602,43556
44674,43654
44697,39236
44951,41517
45087,41931
45263,43304
45430,40035
45459,44490
45511,47388
45587,43513
45675,41180
45823,40389
45922,42098
45999,43457
46005,43462
46074,43336
46138,41798
46152,45131
46179,33599
46191,40222
46197,4236
46213,39994
46233,18254
46265,39988
46278,39998
46312,42015
46334,14261
46393,42062
46417,41235
46490,41256
46519,41244
46536,41238
46546,40759
46597,40792
46685,42246
46800,40851
46834,45021
46844,34006
46858,41149
47072,42578
47154,44349
47234,44327
47241,44328
47246,46019
47263,44476
47310,41474
47364,45317
47387,42369
47416,44783
47435,44818
47450,44840
47595,40278
47622,44833
47697,43717
47701,40177
47706,43722
47747,41981
47791,47242
47855,45294
47930,42714
47994,20721
48041,43777
48085,35903
48336,48310
48603,46439
48740,47221
48802,45609
48824,45614
48865,45620
48960,48374
48974,45132
49080,50830
49158,40421
49206,45965
49269,47980
49319,46060
49442,48964
49533,49325
49549,40430
49555,40432
49726,45282
49753,49202
49787,49576
49803,49230
50010,47684
50027,13564
50443,50456
50551,50553
50705,42184
50898,50897
51457,51456
51470,39581
51483,39614
52192,44657
